age,job,marital,education,housing,loan,contact,poutcome,termdeposit
41,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
24,student,single,high.school,yes,yes,cellular,failure,no
34,technician,divorced,professional.course,yes,no,telephone,nonexistent,no
35,housemaid,married,basic.4y,yes,no,cellular,nonexistent,no
36,housemaid,married,basic.4y,yes,no,telephone,nonexistent,no
53,technician,married,high.school,yes,no,telephone,nonexistent,no
42,admin.,married,university.degree,yes,no,cellular,nonexistent,no
57,technician,married,basic.4y,no,no,telephone,nonexistent,no
40,retired,married,professional.course,yes,no,telephone,nonexistent,no
37,technician,married,high.school,yes,yes,telephone,nonexistent,no
52,retired,married,basic.9y,no,no,cellular,nonexistent,no
47,services,married,high.school,yes,yes,cellular,failure,no
45,unemployed,married,professional.course,yes,yes,cellular,nonexistent,no
71,retired,married,university.degree,no,no,cellular,nonexistent,yes
38,blue-collar,single,unknown,no,no,cellular,nonexistent,no
45,technician,married,professional.course,no,yes,cellular,nonexistent,no
34,blue-collar,divorced,high.school,yes,no,telephone,nonexistent,yes
35,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
38,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
52,technician,married,basic.6y,yes,no,cellular,success,yes
40,technician,married,basic.9y,yes,no,cellular,failure,no
25,self-employed,single,university.degree,no,no,telephone,nonexistent,no
54,technician,married,professional.course,no,no,cellular,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,failure,no
29,self-employed,single,university.degree,yes,no,cellular,nonexistent,no
35,management,single,high.school,yes,yes,cellular,nonexistent,no
57,entrepreneur,married,university.degree,yes,no,telephone,nonexistent,no
18,student,single,unknown,yes,no,cellular,success,no
28,admin.,single,university.degree,yes,no,telephone,nonexistent,no
34,housemaid,married,university.degree,yes,no,cellular,nonexistent,no
26,self-employed,married,university.degree,no,no,telephone,nonexistent,no
42,admin.,single,university.degree,no,no,telephone,nonexistent,no
46,technician,married,professional.course,no,no,cellular,nonexistent,no
36,admin.,married,high.school,yes,no,cellular,nonexistent,no
35,admin.,married,basic.9y,yes,no,cellular,nonexistent,no
34,technician,married,professional.course,yes,no,telephone,nonexistent,no
38,technician,single,professional.course,no,no,cellular,nonexistent,no
32,unknown,single,high.school,yes,no,cellular,nonexistent,no
38,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
36,admin.,married,high.school,yes,no,cellular,nonexistent,no
36,management,single,basic.6y,no,no,telephone,nonexistent,no
31,technician,single,unknown,unknown,unknown,cellular,nonexistent,no
46,entrepreneur,married,professional.course,yes,no,telephone,nonexistent,no
37,management,married,university.degree,no,yes,cellular,nonexistent,no
57,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
58,technician,divorced,basic.9y,no,no,cellular,nonexistent,no
34,technician,single,professional.course,no,no,cellular,failure,no
51,management,married,university.degree,no,no,cellular,nonexistent,no
35,technician,married,professional.course,yes,no,cellular,failure,no
32,admin.,married,university.degree,no,no,telephone,nonexistent,yes
37,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
54,self-employed,married,professional.course,no,no,telephone,nonexistent,no
59,retired,divorced,basic.4y,yes,no,telephone,nonexistent,no
25,housemaid,single,basic.9y,yes,no,cellular,nonexistent,no
43,technician,married,professional.course,no,no,cellular,nonexistent,no
44,technician,single,professional.course,no,no,telephone,nonexistent,no
48,self-employed,divorced,university.degree,no,no,cellular,failure,no
58,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
39,entrepreneur,married,professional.course,no,no,telephone,success,yes
34,blue-collar,married,basic.9y,no,no,cellular,failure,no
40,services,married,basic.9y,no,no,telephone,nonexistent,no
49,self-employed,married,professional.course,yes,no,telephone,nonexistent,no
38,management,married,high.school,yes,no,cellular,nonexistent,no
41,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
47,blue-collar,married,basic.4y,no,yes,cellular,nonexistent,no
48,blue-collar,married,basic.4y,no,no,cellular,failure,no
44,technician,married,professional.course,no,no,cellular,nonexistent,no
52,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
30,admin.,single,university.degree,no,no,cellular,failure,no
34,blue-collar,single,unknown,no,no,cellular,nonexistent,no
28,services,married,unknown,no,no,telephone,nonexistent,no
37,unemployed,married,high.school,no,no,cellular,failure,no
30,management,married,university.degree,yes,yes,cellular,nonexistent,no
26,blue-collar,single,basic.4y,yes,no,cellular,nonexistent,no
38,management,married,university.degree,yes,yes,cellular,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
56,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
43,self-employed,married,high.school,no,no,cellular,nonexistent,no
38,blue-collar,single,high.school,yes,no,cellular,success,yes
41,admin.,married,university.degree,yes,no,cellular,nonexistent,no
53,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
27,services,single,high.school,no,no,telephone,nonexistent,no
40,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
59,admin.,single,university.degree,yes,yes,telephone,nonexistent,no
35,technician,single,high.school,no,no,telephone,nonexistent,no
46,admin.,single,high.school,unknown,unknown,telephone,nonexistent,no
71,housemaid,married,basic.4y,yes,no,cellular,nonexistent,yes
57,retired,married,basic.4y,no,no,telephone,nonexistent,no
52,technician,married,basic.9y,yes,no,telephone,nonexistent,no
62,blue-collar,married,unknown,no,no,cellular,nonexistent,no
27,blue-collar,single,high.school,no,no,cellular,nonexistent,no
37,entrepreneur,single,university.degree,yes,no,telephone,nonexistent,no
45,admin.,divorced,basic.9y,yes,no,telephone,nonexistent,no
23,student,single,high.school,yes,no,cellular,nonexistent,no
50,technician,married,unknown,yes,yes,cellular,nonexistent,yes
38,admin.,divorced,university.degree,no,no,cellular,nonexistent,yes
41,technician,single,university.degree,yes,no,telephone,nonexistent,no
59,technician,married,unknown,unknown,unknown,telephone,nonexistent,no
38,admin.,married,high.school,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
39,admin.,married,high.school,yes,no,telephone,nonexistent,yes
32,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
50,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
47,management,married,high.school,no,no,cellular,nonexistent,no
38,technician,married,professional.course,no,no,cellular,nonexistent,no
46,technician,married,professional.course,yes,no,cellular,failure,no
33,technician,divorced,professional.course,no,no,telephone,nonexistent,yes
39,admin.,single,university.degree,no,no,telephone,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,nonexistent,yes
35,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
35,admin.,married,professional.course,no,no,telephone,nonexistent,no
40,technician,married,professional.course,yes,no,cellular,nonexistent,no
50,admin.,married,university.degree,yes,no,cellular,nonexistent,no
47,technician,married,professional.course,yes,no,cellular,nonexistent,no
40,technician,married,basic.4y,yes,no,telephone,nonexistent,no
38,entrepreneur,married,basic.4y,no,no,telephone,nonexistent,yes
32,admin.,married,university.degree,no,yes,cellular,nonexistent,no
32,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
39,technician,married,high.school,yes,no,cellular,nonexistent,no
49,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
42,entrepreneur,married,basic.4y,yes,no,cellular,nonexistent,no
44,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
54,management,married,university.degree,no,no,cellular,nonexistent,no
26,admin.,married,high.school,no,no,cellular,nonexistent,no
31,self-employed,married,university.degree,yes,yes,telephone,nonexistent,no
31,technician,single,high.school,no,no,cellular,failure,no
32,self-employed,married,high.school,yes,no,cellular,nonexistent,no
37,admin.,single,high.school,yes,no,telephone,nonexistent,no
27,technician,single,professional.course,no,no,cellular,nonexistent,no
49,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
41,admin.,married,high.school,no,no,telephone,nonexistent,no
48,technician,single,university.degree,yes,no,cellular,nonexistent,no
49,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
46,blue-collar,married,unknown,no,no,telephone,nonexistent,no
40,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
52,management,married,university.degree,yes,no,cellular,nonexistent,no
43,admin.,married,high.school,yes,no,telephone,nonexistent,no
57,retired,married,high.school,yes,yes,telephone,nonexistent,no
38,technician,married,professional.course,yes,no,cellular,nonexistent,no
36,technician,married,university.degree,yes,no,cellular,nonexistent,no
40,admin.,married,university.degree,no,no,cellular,nonexistent,no
42,admin.,married,high.school,no,no,telephone,nonexistent,yes
51,blue-collar,married,high.school,yes,no,cellular,failure,yes
29,admin.,single,university.degree,yes,no,cellular,failure,yes
59,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
34,services,single,high.school,no,no,telephone,nonexistent,no
31,services,married,high.school,yes,no,telephone,nonexistent,no
32,student,single,high.school,no,no,cellular,success,no
52,admin.,divorced,basic.9y,yes,yes,cellular,failure,no
46,admin.,married,high.school,yes,no,cellular,failure,no
30,admin.,single,university.degree,no,no,cellular,nonexistent,no
36,admin.,married,professional.course,no,no,cellular,failure,no
54,technician,married,unknown,no,no,telephone,nonexistent,no
32,self-employed,single,high.school,yes,yes,cellular,nonexistent,no
49,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
35,blue-collar,married,basic.9y,no,no,telephone,nonexistent,yes
31,admin.,single,university.degree,yes,no,cellular,nonexistent,no
52,services,married,basic.4y,yes,no,cellular,nonexistent,no
53,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
42,entrepreneur,single,basic.4y,yes,no,cellular,nonexistent,no
35,admin.,married,high.school,yes,yes,cellular,failure,no
38,technician,married,professional.course,no,no,cellular,nonexistent,no
58,housemaid,married,basic.4y,yes,no,telephone,nonexistent,no
40,blue-collar,divorced,basic.9y,no,no,cellular,failure,no
29,technician,single,high.school,yes,no,cellular,nonexistent,no
26,student,single,university.degree,no,no,telephone,nonexistent,no
39,services,married,basic.9y,no,no,telephone,nonexistent,no
33,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
23,admin.,single,university.degree,yes,no,cellular,nonexistent,no
25,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
57,services,divorced,high.school,no,no,telephone,nonexistent,no
28,technician,single,high.school,yes,no,cellular,nonexistent,yes
36,admin.,married,high.school,no,yes,telephone,nonexistent,no
34,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
72,retired,married,basic.6y,yes,no,cellular,nonexistent,yes
50,technician,married,professional.course,no,no,cellular,failure,no
33,blue-collar,single,basic.9y,no,no,telephone,nonexistent,no
38,technician,single,university.degree,yes,no,cellular,nonexistent,no
47,housemaid,married,university.degree,yes,no,cellular,nonexistent,yes
48,services,married,high.school,no,no,cellular,nonexistent,no
31,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
59,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
51,services,married,high.school,unknown,unknown,telephone,nonexistent,no
49,admin.,married,high.school,yes,no,cellular,nonexistent,no
59,admin.,married,university.degree,yes,no,cellular,nonexistent,no
34,admin.,divorced,high.school,yes,no,telephone,nonexistent,no
29,entrepreneur,married,professional.course,no,no,cellular,nonexistent,no
57,management,married,basic.9y,no,no,cellular,nonexistent,no
45,self-employed,divorced,professional.course,no,no,telephone,nonexistent,no
34,technician,married,professional.course,yes,no,cellular,failure,no
52,services,married,high.school,yes,no,telephone,nonexistent,no
47,admin.,married,university.degree,no,no,cellular,failure,no
30,self-employed,married,university.degree,no,no,cellular,nonexistent,yes
44,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,nonexistent,no
41,housemaid,married,basic.4y,no,no,telephone,nonexistent,no
36,blue-collar,single,basic.4y,yes,no,cellular,failure,no
37,admin.,single,university.degree,yes,no,cellular,success,no
20,student,single,basic.4y,yes,yes,cellular,failure,yes
52,management,married,university.degree,no,no,telephone,nonexistent,no
33,blue-collar,single,basic.4y,yes,no,cellular,nonexistent,no
34,services,married,professional.course,no,no,cellular,nonexistent,no
35,admin.,single,high.school,yes,yes,cellular,failure,no
29,self-employed,married,university.degree,no,no,telephone,nonexistent,no
39,technician,single,university.degree,no,no,cellular,nonexistent,no
53,entrepreneur,married,unknown,yes,no,cellular,nonexistent,no
33,technician,single,basic.9y,yes,no,cellular,nonexistent,no
37,services,married,high.school,no,no,cellular,failure,no
32,technician,single,high.school,no,no,telephone,nonexistent,no
24,admin.,single,high.school,yes,no,cellular,nonexistent,no
32,management,married,university.degree,yes,no,telephone,nonexistent,no
32,blue-collar,divorced,basic.9y,yes,no,telephone,nonexistent,yes
42,technician,married,professional.course,no,no,cellular,nonexistent,yes
39,admin.,married,university.degree,yes,no,cellular,nonexistent,no
44,blue-collar,single,university.degree,yes,yes,cellular,nonexistent,no
37,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
55,blue-collar,married,basic.4y,yes,yes,cellular,nonexistent,no
26,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
30,management,single,university.degree,no,no,telephone,nonexistent,no
38,admin.,single,university.degree,yes,no,telephone,nonexistent,no
46,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
53,technician,divorced,university.degree,no,no,cellular,failure,yes
41,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
29,admin.,single,basic.9y,yes,no,cellular,nonexistent,yes
54,services,married,basic.6y,yes,no,cellular,nonexistent,no
51,technician,married,professional.course,yes,yes,cellular,success,yes
50,admin.,divorced,high.school,no,no,telephone,nonexistent,no
36,services,married,basic.6y,no,no,cellular,nonexistent,yes
28,student,single,high.school,yes,no,cellular,nonexistent,yes
45,management,married,unknown,yes,no,telephone,nonexistent,no
71,retired,married,basic.9y,no,no,cellular,nonexistent,no
37,blue-collar,married,basic.9y,yes,no,cellular,failure,no
38,entrepreneur,married,basic.6y,no,no,telephone,nonexistent,no
39,technician,married,basic.9y,unknown,unknown,cellular,nonexistent,no
59,admin.,single,professional.course,no,no,telephone,nonexistent,no
44,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
50,services,married,high.school,yes,no,telephone,nonexistent,no
33,services,single,high.school,yes,no,cellular,nonexistent,no
55,services,divorced,professional.course,yes,no,telephone,nonexistent,no
39,technician,divorced,high.school,yes,no,telephone,nonexistent,no
60,admin.,married,high.school,yes,no,telephone,nonexistent,no
32,admin.,married,university.degree,no,no,cellular,failure,yes
51,services,married,high.school,yes,no,telephone,nonexistent,no
54,technician,married,professional.course,no,yes,telephone,nonexistent,no
45,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
30,services,single,high.school,unknown,unknown,telephone,nonexistent,no
25,blue-collar,single,high.school,no,no,telephone,nonexistent,no
25,unemployed,single,university.degree,yes,no,cellular,nonexistent,yes
45,self-employed,divorced,university.degree,yes,no,telephone,nonexistent,no
54,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
46,services,divorced,basic.4y,no,no,cellular,nonexistent,no
35,services,married,high.school,no,no,telephone,nonexistent,yes
27,self-employed,married,university.degree,no,no,telephone,nonexistent,no
27,blue-collar,single,unknown,yes,no,telephone,failure,no
58,blue-collar,unknown,basic.9y,no,no,telephone,nonexistent,no
45,services,married,high.school,yes,no,cellular,failure,no
31,technician,married,university.degree,unknown,unknown,cellular,failure,no
34,management,married,university.degree,yes,no,telephone,nonexistent,no
24,student,single,high.school,no,no,telephone,nonexistent,no
34,management,divorced,basic.6y,yes,no,telephone,nonexistent,no
30,unemployed,married,high.school,yes,no,cellular,nonexistent,no
44,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
58,services,married,high.school,yes,no,cellular,nonexistent,no
41,blue-collar,single,basic.6y,yes,no,cellular,nonexistent,no
31,student,single,high.school,yes,no,cellular,nonexistent,yes
31,admin.,married,university.degree,no,no,cellular,nonexistent,no
45,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
24,admin.,single,high.school,yes,no,cellular,failure,no
32,unemployed,single,high.school,yes,yes,telephone,nonexistent,no
39,unemployed,married,university.degree,yes,no,cellular,failure,no
39,admin.,married,high.school,yes,no,cellular,nonexistent,no
25,services,single,basic.6y,yes,no,cellular,nonexistent,no
41,management,married,university.degree,no,no,cellular,failure,yes
42,management,married,high.school,no,no,cellular,nonexistent,no
44,management,married,basic.9y,yes,no,cellular,nonexistent,no
36,blue-collar,single,university.degree,yes,no,telephone,nonexistent,no
27,services,single,university.degree,yes,no,cellular,nonexistent,no
58,admin.,married,university.degree,yes,no,telephone,nonexistent,no
45,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
25,entrepreneur,single,high.school,yes,no,telephone,nonexistent,no
35,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
35,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
67,self-employed,married,university.degree,yes,no,cellular,failure,no
48,admin.,divorced,high.school,no,yes,cellular,nonexistent,yes
33,admin.,married,university.degree,yes,no,cellular,success,yes
38,management,married,university.degree,no,no,cellular,nonexistent,no
58,entrepreneur,married,high.school,no,no,cellular,failure,no
34,admin.,married,university.degree,yes,no,cellular,nonexistent,no
33,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
46,blue-collar,divorced,basic.9y,no,no,cellular,failure,no
34,admin.,married,high.school,yes,no,cellular,nonexistent,no
57,admin.,married,basic.4y,yes,no,cellular,failure,no
39,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,yes
34,blue-collar,married,high.school,no,no,telephone,nonexistent,no
32,technician,single,university.degree,no,no,cellular,nonexistent,no
30,technician,married,university.degree,no,no,cellular,nonexistent,no
36,services,married,high.school,no,no,cellular,nonexistent,no
42,management,married,university.degree,no,no,cellular,nonexistent,no
40,technician,married,high.school,no,no,cellular,nonexistent,no
45,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
33,admin.,single,university.degree,yes,no,telephone,nonexistent,no
33,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
42,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
31,admin.,married,high.school,yes,no,telephone,nonexistent,no
34,technician,married,professional.course,yes,yes,cellular,nonexistent,yes
32,management,single,university.degree,yes,yes,telephone,failure,no
27,admin.,single,university.degree,no,no,cellular,nonexistent,yes
33,technician,single,professional.course,yes,no,telephone,nonexistent,no
54,services,married,unknown,no,no,telephone,nonexistent,no
48,technician,divorced,professional.course,yes,no,telephone,nonexistent,no
34,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
65,admin.,married,university.degree,yes,no,cellular,failure,yes
40,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
34,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
27,blue-collar,married,basic.9y,yes,yes,telephone,nonexistent,no
48,services,divorced,basic.4y,no,no,cellular,nonexistent,no
50,self-employed,unknown,basic.6y,no,no,cellular,nonexistent,no
33,admin.,married,university.degree,yes,no,cellular,nonexistent,no
54,technician,married,high.school,no,no,cellular,failure,no
34,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
34,admin.,divorced,basic.9y,no,no,telephone,nonexistent,no
72,admin.,married,university.degree,yes,no,cellular,nonexistent,no
49,blue-collar,married,basic.9y,no,no,cellular,success,yes
49,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
44,services,married,high.school,yes,no,cellular,nonexistent,no
43,unemployed,married,university.degree,yes,no,telephone,nonexistent,no
32,admin.,married,university.degree,yes,no,telephone,nonexistent,no
31,admin.,married,high.school,yes,yes,telephone,nonexistent,no
32,technician,single,professional.course,yes,no,telephone,nonexistent,no
30,technician,single,university.degree,yes,no,telephone,nonexistent,no
35,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
56,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
42,admin.,single,high.school,yes,no,cellular,failure,no
34,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
24,services,single,high.school,no,no,cellular,nonexistent,yes
29,technician,single,professional.course,yes,no,cellular,nonexistent,no
57,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
39,technician,single,professional.course,no,no,cellular,nonexistent,no
32,services,married,high.school,no,yes,cellular,nonexistent,no
41,entrepreneur,married,professional.course,yes,no,cellular,nonexistent,no
35,blue-collar,married,basic.4y,yes,no,cellular,failure,no
23,technician,married,professional.course,no,no,cellular,nonexistent,no
59,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
30,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
33,services,single,basic.6y,no,no,cellular,nonexistent,no
30,services,single,high.school,yes,no,cellular,failure,no
43,management,married,university.degree,no,no,cellular,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,nonexistent,no
39,admin.,married,professional.course,yes,no,telephone,nonexistent,no
39,self-employed,single,university.degree,no,no,telephone,nonexistent,no
30,services,married,professional.course,no,no,cellular,nonexistent,no
56,retired,married,university.degree,yes,no,cellular,success,yes
32,blue-collar,married,basic.6y,yes,yes,cellular,nonexistent,no
98,retired,married,basic.4y,yes,no,cellular,nonexistent,yes
62,admin.,married,university.degree,yes,no,cellular,nonexistent,yes
47,blue-collar,married,basic.4y,yes,yes,cellular,nonexistent,no
44,blue-collar,married,professional.course,no,no,cellular,failure,no
32,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
30,admin.,single,high.school,no,no,cellular,nonexistent,no
56,retired,single,university.degree,yes,no,cellular,nonexistent,no
31,management,single,university.degree,no,no,cellular,nonexistent,no
35,admin.,single,professional.course,yes,no,telephone,nonexistent,no
47,management,married,basic.4y,yes,no,telephone,nonexistent,no
53,technician,divorced,professional.course,yes,yes,cellular,nonexistent,no
28,blue-collar,single,basic.9y,yes,yes,cellular,nonexistent,yes
54,housemaid,married,professional.course,no,no,cellular,nonexistent,no
31,blue-collar,single,basic.9y,no,no,telephone,nonexistent,no
34,admin.,single,high.school,no,no,cellular,failure,yes
55,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
36,admin.,single,university.degree,no,no,telephone,nonexistent,no
37,services,married,high.school,no,no,telephone,failure,no
34,admin.,married,university.degree,yes,no,cellular,nonexistent,no
49,technician,married,professional.course,yes,no,telephone,nonexistent,no
35,admin.,married,university.degree,no,yes,cellular,nonexistent,no
54,technician,married,basic.9y,no,yes,cellular,nonexistent,no
48,retired,divorced,professional.course,yes,no,telephone,nonexistent,no
41,admin.,single,university.degree,no,no,telephone,nonexistent,no
42,services,married,high.school,no,no,cellular,nonexistent,yes
36,technician,single,professional.course,yes,no,cellular,nonexistent,no
56,technician,married,professional.course,yes,no,telephone,nonexistent,no
50,admin.,married,unknown,yes,no,cellular,nonexistent,no
35,technician,married,professional.course,no,no,telephone,nonexistent,no
48,services,divorced,high.school,yes,no,cellular,failure,no
46,services,divorced,high.school,yes,no,telephone,nonexistent,no
53,blue-collar,single,basic.9y,unknown,unknown,cellular,success,yes
27,technician,single,professional.course,no,no,cellular,nonexistent,no
23,admin.,single,high.school,yes,no,cellular,nonexistent,no
45,retired,married,basic.9y,yes,no,cellular,nonexistent,no
35,admin.,married,high.school,no,no,cellular,failure,yes
36,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,yes
38,blue-collar,single,basic.4y,no,no,telephone,nonexistent,no
43,admin.,married,high.school,yes,no,telephone,failure,no
27,technician,single,university.degree,yes,no,cellular,nonexistent,no
49,services,married,high.school,no,yes,telephone,nonexistent,no
34,admin.,single,high.school,no,no,telephone,nonexistent,no
45,unknown,married,unknown,no,no,telephone,nonexistent,no
42,admin.,divorced,university.degree,yes,yes,cellular,nonexistent,no
41,blue-collar,divorced,basic.6y,yes,yes,telephone,nonexistent,no
53,admin.,married,university.degree,no,no,cellular,nonexistent,no
39,admin.,married,high.school,no,no,telephone,nonexistent,no
49,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
36,services,married,high.school,yes,no,telephone,nonexistent,no
37,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
57,self-employed,married,university.degree,yes,no,telephone,nonexistent,no
35,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
52,technician,single,professional.course,yes,no,cellular,nonexistent,no
34,services,married,basic.9y,yes,no,telephone,nonexistent,no
42,self-employed,married,high.school,no,no,telephone,nonexistent,no
50,management,married,university.degree,yes,no,cellular,nonexistent,no
43,admin.,married,high.school,no,no,cellular,nonexistent,no
42,admin.,single,high.school,yes,no,cellular,nonexistent,no
33,services,married,high.school,no,no,telephone,nonexistent,no
34,technician,married,professional.course,no,no,cellular,nonexistent,no
28,admin.,single,unknown,no,no,telephone,nonexistent,no
42,admin.,single,professional.course,no,no,cellular,nonexistent,no
22,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
38,housemaid,married,basic.9y,unknown,unknown,telephone,nonexistent,no
47,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
45,blue-collar,divorced,basic.9y,yes,no,telephone,nonexistent,no
31,unemployed,married,professional.course,yes,no,cellular,nonexistent,no
39,housemaid,married,basic.4y,no,no,telephone,nonexistent,no
35,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
45,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
48,technician,married,university.degree,yes,no,cellular,nonexistent,no
48,management,married,university.degree,yes,yes,cellular,nonexistent,no
58,technician,married,professional.course,yes,no,telephone,nonexistent,no
56,unknown,divorced,basic.4y,no,no,cellular,nonexistent,no
52,blue-collar,single,basic.9y,no,no,cellular,success,yes
56,management,married,university.degree,yes,no,telephone,nonexistent,no
36,housemaid,married,high.school,yes,yes,telephone,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
43,entrepreneur,married,university.degree,no,no,telephone,nonexistent,no
44,technician,single,professional.course,no,no,cellular,nonexistent,no
35,technician,married,professional.course,yes,no,cellular,nonexistent,no
46,admin.,married,high.school,no,no,cellular,nonexistent,no
40,technician,divorced,professional.course,no,no,cellular,nonexistent,no
40,admin.,single,high.school,no,no,telephone,nonexistent,no
31,housemaid,married,high.school,no,no,telephone,nonexistent,no
53,self-employed,married,basic.4y,yes,no,cellular,nonexistent,no
43,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
29,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
46,admin.,married,university.degree,no,no,cellular,nonexistent,no
44,technician,married,professional.course,yes,no,cellular,nonexistent,no
32,technician,single,high.school,yes,no,telephone,nonexistent,no
39,admin.,married,professional.course,no,no,telephone,nonexistent,no
36,services,single,unknown,no,no,telephone,nonexistent,no
28,blue-collar,single,basic.4y,no,no,cellular,nonexistent,no
37,management,married,university.degree,no,no,telephone,nonexistent,no
26,technician,single,professional.course,yes,no,cellular,success,yes
47,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
53,admin.,married,university.degree,yes,no,cellular,nonexistent,no
29,admin.,married,university.degree,no,no,cellular,nonexistent,no
46,unemployed,married,basic.9y,yes,no,cellular,nonexistent,no
46,services,married,high.school,no,yes,cellular,nonexistent,no
20,student,single,unknown,yes,yes,cellular,nonexistent,no
48,admin.,single,high.school,yes,no,cellular,nonexistent,no
68,retired,married,basic.4y,yes,no,cellular,success,yes
39,admin.,married,university.degree,no,no,cellular,nonexistent,no
46,technician,married,professional.course,no,yes,telephone,nonexistent,no
41,self-employed,married,university.degree,yes,no,cellular,failure,no
30,technician,single,professional.course,yes,no,cellular,nonexistent,no
38,services,married,basic.9y,no,no,telephone,nonexistent,no
29,technician,married,university.degree,yes,no,cellular,failure,yes
38,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
50,admin.,married,high.school,yes,no,cellular,failure,no
33,admin.,married,university.degree,yes,no,telephone,nonexistent,no
46,admin.,married,university.degree,no,no,cellular,failure,no
48,admin.,married,university.degree,yes,no,telephone,nonexistent,no
34,housemaid,single,high.school,no,no,cellular,failure,no
33,admin.,single,university.degree,yes,no,cellular,nonexistent,no
37,technician,married,professional.course,yes,no,cellular,nonexistent,yes
